ITEM CCODE,BARCODE,ITEM DESCRIPTION,CATERGORY,item catergory,unit of measure
CNO-FCB-020,10073.0,BD Freshcream 20 Bible,17,internal,ea
CNO-FCE-1X5,,BD Freshcream 1m x 500 Eggless,57,internal,ea
CNO-FCH-016,10070.0,BD Freshcream 16 Heart,17,internal,ea
CNO-FCH-016,10070.0,BD Freshcream 16 Heart,17,internal,ea
CNO-FCH-018,10072.0,BD Freshcream 18 Heart,17,internal,ea
CNO-FCH-020,10027.0,BD Freshcream 20 Heart,17,internal,ea
CNO-FCS-014,10069.0,BD Freshcream 14 Soccer,17,internal,ea
CNO-FCS-016,10074.0,BD Freshcream 16 Soccer,17,internal,ea
CNO-FSF-014,,BD FC With Strawberries & Fence,17,internal,ea
CNO-SPI-018,10086.0,BD Spiderman On SL 18,17,internal,ea
DRI- CZE-440,,Coke Zero 440ml can,58,external,ea
DRI-AMA-EAC,,Clover Amasi 2kg,59,external,kg
DRI-AME-250ML,,Americano Short,58,internal,ea
DRI-AME-350ML,,Americano Tall,58,internal,ea
DRI-APT-275,6001048003323.0,Appletiser 275ml NRB,58,external,ea
DRI-APT-330,6001048004481.0,Appletiser 330ml CAN,58,external,ea
DRI-BAA-500,90492853.0,Bonaqua 500ml,58,external,ea
DRI-BAN-500,5449000117816.0,Bonaqua 500ml Naartjie,58,external,ea
DRI-BLI-EAC,,Clover Bliss Double cream yogurt,59,external,ea
DRI-BON-500ML,,Water Bonaqua Still 500ml,58,external,ea
DRI-CAF-EAC,,Caramel Freezo,58,internal,ea
DRI-CBB-1500,,Cappy Breakfast Blend 1.5litre,58,external,ea
DRI-CBB-EAC,5449000256010.0,Cappy Breakfast Blend 330ml,58,external,ea
DRI-CFR=EAC,,Coffee Freezo,58,internal,ea
DRI-CHA-350ML,,Chai Latte Short,58,internal,ea
DRI-CHF-250ML,,Chocolate Freezo Short,58,internal,ea
DRI-CHF-350ML,,Chocolate Freezo Tall,58,internal,ea
DRI-CHF-EAC,,Chocolate Freezo,59,external,kg
DRI-CHL-EACH,,Chai Latte Tall,58,internal,ea
DRI-COC-125,5449000009746.0,Coca-Cola 1250ml,58,external,ea
DRI-COC-1LT,5449000054227.0,Coca-Cola 1L,58,external,ea
DRI-COC-2LT,5449000009067.0,Coca-Cola 2l,58,external,ea
DRI-COC-300,2003.0,Coca-Cola 300ml Bottle,58,external,ea
DRI-COC-330,5449000256805.0,Coca-Cola 300ml Can,58,external,ea
DRI-COC-440,,Coca- Cola 500ml Can,58,external,ea
DRI-COC-500,5449000664686.0,Coca-Cola 440ml Buddy,58,external,ea
DRI-COL-1.5LT,5449000133335.0,Coca-Cola Zero 1.5ltr,58,external,ea
DRI-COL-125,5449000140913.0,Coca-Cola Light 1250ml,58,external,ea
DRI-COL-225,,Coke Light 2250ml,58,external,ea
DRI-COL-2LT,5449000050229.0,Coca-Cola Light 2l,58,external,ea
DRI-COL-2LT,5449000050229.0,Coca-Cola Light 2l,58,external,ea
DRI-COL-300C,549000256805.0,Coke 300ml Can,58,external,ea
DRI-COL-330,5449000050205.0,Coca-Cola Light 330ml Can,58,external,ea
DRI-COL-500,5449000664709.0,Coca-Cola Light 500ml,58,external,ea
DRI-COR-250ML,,Cortado Short,58,internal,ea
DRI-COZ-2250,,Coke Zero 2250ml,58,external,ea
DRI-COZ-2LT,5449000131843.0,Coca-Cola Zero 2l,58,external,ea
DRI-COZ-2LT,5449000131843.0,Coca-Cola Zero 2l,58,external,ea
DRI-COZ-330,5449000256898.0,Coca-Cola Zero 300ml Can,58,external,ea
DRI-COZ-500,5449000131836.0,Coca-Cola Zero 500ml,59,external,ea
DRI-CPP-EAC,5449000255792.0,Cappy Passion Peach,58,external,ea
DRI-CRE-400ML,5449000265364.0,Cream Soda 400ml,58,external,ea
DRI-CTP-330,5449000255693.0,Cappy Trop Punch 330ml,58,external,ea
DRI-ESS-250ML,,Espresso Short,58,internal,ea
DRI-ESS-350ML,,Espresso Tall,58,internal,ea
DRI-FAG-1LT,54490000252346.0,Fanta Grape,58,external,ea
DRI-FAG-2LT,5449000010070.0,Fanta Grape 2l,58,external,ea
DRI-FAG-300,2004.0,Fanta Grape 300ml Bottle,58,external,ea
DRI-FAG-330,5449000257093.0,Fanta Grape 300ml CAN,58,external,ea
DRI-FAG-500,5449000664723.0,Fanta Grape 440ml Buddy,58,external,ea
DRI-FAN-300C,,Fanta Orange 300ml Can,58,external,ea
DRI-FAN-440,5449000257130.0,Fanta Orange 400ml can,58,external,ea
DRI-FAO-2LT,5449000010049.0,Fanta Orange 2l,58,external,ea
DRI-FAO-300,2008.0,Fanta Orange 300ml Bottle,58,external,ea
DRI-FAO-330,5449000257000.0,Fanta Orange 300ml Can,58,external,ea
DRI-FAO-500,5449000664754.0,Fanta Orange 440ml Buddy,58,external,ea
DRI-FAP-2LT,5449000003768.0,Fanta Pineapple 2l,58,external,ea
DRI-FAP-2LT,5449000003768.0,Fanta Pineapple 2l,58,external,ea
DRI-FAP-300,2007.0,Fanta Pine 300ml Bottle,58,external,ea
DRI-FAP-330,5449000003201.0,Fanta Pineapple 330ml Can,58,external,ea
DRI-FAP-500,5449000664747.0,Fanta Pineapple 440ml Buddy,58,external,ea
DRI-FAS-125,,Fanta 1 litre,58,external,ea
DRI-FLW-250ML,,Flat White Short,58,internal,ea
DRI-FLW-350ML,,Flat White Tall,58,internal,ea
DRI-FOC-500ML,5449000050809.0,Fanta Orange Can 500ml,58,external,ea
DRI-FRT-250ML,,Five Roses Tea Short,58,internal,ea
DRI-FRT-350ML,,Five Roses Tea Tall,58,internal,ea
DRI-FWT-400ML,5449000316332.0,Fanta What The Flavour 400ml Buddy,58,external,ea
DRI-GRA-275,6001048003385.0,Grapetiser 275ml NRB,58,external,ea
DRI-GRA-330,6001048004511.0,Grapetiser 330ml Can,58,external,ea
DRI-GRW-330,6001048003897.0,Grapetiser Wht 330ml Can,58,external,ea
DRI-HAF-EAC,,Hazelnut Freezo,58,internal,ea
DRI-HOC-250ML,,Hot Chocolate Short,58,internal,ea
DRI-HOC-350ML,,Hot Chocolate Tall,58,internal,ea
DRI-HWT-EAC,,Tall White Hot Chocolate,58,internal,ea
DRI-IAM-EAC,,Iced Americano,58,internal,ea
DRI-IBR-125,,Iron Brew1.25ml,58,external,ea
DRI-ICC-250ML,,Iced Cappuccino Short,58,internal,ea
DRI-ICC-350ML,,Iced Cappuccino Tall,58,internal,ea
DRI-ICF-250ML,,Iced Coffee Freezo Short,58,internal,ea
DRI-ICF-350ML,,Iced Coffee Freezo Tall,58,internal,ea
DRI-ICF-KGR,,Instabean Coffee Freezo,58,internal,ea
DRI-ICL-250ML,,Iced Chai Latte Short,58,internal,ea
DRI-ICL-350ML,,Iced Chai Latte Tall,58,internal,ea
DRI-ILA-EAC,,Iced Latte,58,internal,ea
DRI-IMO-EAC,,Iced Mocha,60,internal,ea
DRI-IRO-2LT,6001134297308.0,Iron Brew 2l,58,external,ea
DRI-IRO-2LT,6001134297308.0,Iron Brew 2l,58,external,ea
DRI-IRO-300,2009.0,Iron Brew 300ml,58,external,ea
DRI-IRO-330,5449000106261.0,Iron Brew 330ml Can,58,external,ea
DRI-IWM-EAC,,Iced White Mocha,58,internal,ea
DRI-KAPP-500ML,6001299049668.0,Clover Krush 100% Apple,61,external,ea
DRI-KFF-500ML,6001299045813.0,Clover Krush 6 Fruit £ Fibre,61,external,ea
DRI-KOR-500ML,6001299010101.0,Clover Krush 100% Orange,61,external,ea
DRI-LAT-350ML,,Latte Tall,58,internal,ea
DRI-LATT-250ML,,Latte Short,58,internal,ea
DRI-MAC-250ML,,Macchiato Short,58,internal,ea
DRI-MAC-350ML,,Macchiato Tall,58,internal,ea
DRI-MBO-EAC,,OD Bombay Crush,58,internal,ea
DRI-MBU-EAC,,OD Bubblegum Milkshake,58,internal,ea
DRI-MCH-EAC,,OD Chocolate Milkshake,58,internal,ea
DRI-MCO-EAC,,OD Coffee Milkshake,58,internal,ea
DRI-MEN-500,5060166698874.0,Monster Engery 500ml,58,external,ea
DRI-MLI-EAC,,OD Lime Milkshake,58,internal,ea
DRI-MML-500,5060517888299.0,Monster Mucho Logo 500ml,58,external,ea
DRI-MOC-250ML,,Mocha Short,58,internal,ea
DRI-MOC-350ML,,Mocha Tall,58,internal,ea
DRI-MOF-250ML,,Mocha Freezo Short,58,internal,ea
DRI-MOF-350ML,,Mocha Freezo Tall,58,internal,ea
DRI-MON-330,5060517888664.0,Monster Original,58,external,ea
DRI-MON-EAC,5060337509411.0,Monster,58,external,ea
DRI-MSC-EAC,,OD Salted Caramel Milkshake,58,internal,ea
DRI-MSC-KGR,,Malora Spicey Chai Latte,58,internal,ea
DRI-MST-EAC,,OD Strawberry Milkshake,58,internal,ea
DRI-MVA-EAC,,OD Vanilla Milkshake,58,internal,ea
DRI-OBS-EAC,,OD Berry Smoothie,58,internal,ea
DRI-OMS-EAC,,OD Mango Smoothie,58,internal,ea
DRI-OOM-EAC,,OD Oreo Milkshake,58,internal,ea
DRI-OSP-EAC,,OD Peanut Butter Smoothie,58,internal,ea
DRI-PBB-EAC,54490482.0,Powerade Blueberry 500ml,58,external,ea
DRI-PGE-500,5060517888848.0,Predator Gold Energy Drink 500ml,58,external,ea
DRI-PJI-EAC,90492488.0,Powerade Jagged Ice,58,external,ea
DRI-PNA-500ML,90492501.0,Powerade Naartjie,58,external,ea
DRI-PPL-EAC,,Powerplay,58,external,ea
DRI-REB-EAC,9002490100070.0,Red Bull 250ml,58,external,ea
DRI-REC-350ML,,Red Cappuccino,58,external,ea
DRI-ROB-250ML,,Rooibos Tea Short,58,internal,ea
DRI-RSF-EAC,9002490200220.0,Red Bull Sugar Free,58,external,ea
DRI-SCS-125,2017.0,Spar C/Soda 1250ml,58,external,ea
DRI-SCS-2LT,6001134087305.0,Spar C\Soda 2lt,58,external,ea
DRI-SCS-300,5449000257536.0,Spar C/Soda 300ml,58,external,ea
DRI-SCS-330,5449000106322.0,Spar C/Soda 330ml Can,58,external,ea
DRI-SCS-500,5449000664846.0,Spar Cream Soda 440ml Buddy,58,external,ea
DRI-SIB-125,2011.0,Spar Iron Brew 1250ml,58,external,ea
DRI-SPN-125,2012.0,Spar Pine Nut 1250ml,58,external,ea
DRI-SPN-2LT,5449000117977.0,Spar Sparbry Pine Nut 2ltr,58,external,ea
DRI-SPR-125,5449000234612.0,Sprite 1 litre,58,external,ea
DRI-SPR-2LT,5449000234636.0,Sprite 2l,58,external,ea
DRI-SPR-300,5449000257222.0,Sprite 300ml Can,58,external,ea
DRI-SPR-330,5449000014535.0,Sprite 330ml Can,58,external,ea
DRI-SPR-440,5449000257239.0,Sprite 400ml can,58,external,ea
DRI-SPR-500,5449000234643.0,Sprite 440ml Buddy,58,external,ea
DRI-SPZ-2LT,5449000104885.0,Sprite Zero 2l,58,external,ea
DRI-SPZ-330,5449000106704.0,Sprite Zero 330ml Can,62,external,ea
DRI-SPZ-500,5449000109613.0,Sprite Zero 500ml,58,external,ea
DRI-SRB-500,5449000664853.0,Sparletta Raspberry 440ml Buddy,58,external,ea
DRI-SSB-125,6001134005507.0,Sparletta 1250ml,58,external,ea
DRI-SSB-2LT,6001134687307.0,Spar Sparberry 2LTR,58,external,ea
DRI-SSB-330,5449000257628.0,Spar Sparbry 300ml Can,58,external,ea
DRI-SST-300,5449000257420.0,Spar Stoney 300ml,58,external,ea
DRI-SST-330,5449000106421.0,Spar Stoney 330ml Can,58,external,ea
DRI-STO-125,5449000064950.0,Stoney 1 litre,58,external,ea
DRI-STO-2LT,6001134707302.0,Stoney Ginger Beer 2lt,58,external,ea
DRI-STO-440,5449000257413.0,Stoney 400ml can,58,external,ea
DRI-STO-500,5449000664808.0,Stoney -gingerbeer 440ml Buddy,58,external,ea
DRI-STW-500,6009633490022.0,Water 500ml Still,58,external,ea
DRI-STW-EAC,30607.0,Still Water,58,external,ea
DRI-SWM-250ML,,Short White Mocha,58,internal,ea
DRI-TGR-1.5L,5449000180889.0,Twist Grandilla 1.5ltr,58,external,ea
DRI-TWG-125,6001133001104.0,Twist Gran 1250ml,58,external,ea
DRI-TWG-2LT,5449000098580.0,Twist Gran 2l,58,external,ea
DRI-TWG-2LT,5449000098580.0,Twist Gran 2l,58,external,ea
DRI-TWG-300,2016.0,Twist Gran 300ml,58,external,ea
DRI-TWG-330,5449000257567.0,Twist Gran 300ml Can,58,external,ea
DRI-TWG-500,5449000664839.0,Twist Gran 440ml Buddy,58,external,ea
DRI-TWL-1.5L,,Twist Lemon 1.5 Litre,58,external,ea
DRI-TWL-125,6001134395509.0,Twist Lemon 1250ml,58,external,ea
DRI-TWL-2LT,5449000060082.0,Twist Lemon 2l,58,external,ea
DRI-TWL-330,5449000257505.0,Twist Lemon 300ml Can,58,external,ea
DRI-TWL-500,40822747.0,Twist Lemon 500ml,58,external,ea
DRI-TWM-350ML,,Tall White Mocha,58,internal,ea
DRI-VAF-EAC,,Vanilla Freezo,58,internal,ea
DRI-VAL-150,5449000107787.0,Water valpre still 1500ml,58,external,ea
DRI-VAL-500,5449000107664.0,Water Valpre Still 500ml,58,external,ea
DRI-WCF-EAC,,White Chocolate Freezo,58,internal,ea
DRI-WHS-EAC,,Short White Hot Chocolate,58,internal,ea
DRI-WTF-2LTR,5449000308146.0,Fanta What The Flavour 2litre,58,external,ea
ICE-SMO-EAC,6001087357821.0,GLUTEN FREE LEMON FRIDGE CHEESECAKE TUB,43,internal,ea
ICE-SRP-EAC,6001087357814.0,GLUTEN FREE CHOCOLATE GANACHE TUB,42,internal,ea
JUI- FNB-500ML,6001299024634.0,Juice Krush Fruit Nectar 500ml,61,external,ea
JUI-DBY-EAC,,Dairy Bel Double Cream Yogurt 1kg,59,external,kg
JUI-EBL-500,6001324254371.0,Energade 500ml Blueberry,58,external,ea
JUI-EGR-500,6001324238098.0,Energade 500ml Grape,58,external,ea
JUI-ELL-500,6001324217338.0,Energade 500ml Lemon & Lime,58,external,ea
JUI-EMB-500,6001324299556.0,Energade 500ml Mixed Berry,58,external,ea
JUI-ENA-500,6001324217253.0,Energade 500ml Naartjie,58,external,ea
JUI-ENO-500,6001324217178.0,Energade 500ml Orange,58,external,ea
JUI-ETR-500,6001324238173.0,Energade 500ml Tropical,58,external,ea
JUI-KRM-500ML,6001299010118.0,Clover Krush 100% Mango,61,external,ea
JUI-MAA-EAC,6009616048974.0,Maas 500g Low Fat,59,external,ea
JUI-ORA-2LT,6001299043079.0,Juice 2l Orange Nectar,61,external,ea
JUI-ORA-500,6001299007521.0,Juice 500ml Orange Nectar,61,external,ea
JUI-PIN-1LT,6001299015793.0,Juice Tropika 1Litre,61,external,ea
JUI-TRO-1.5L,6001299015724.0,Tropika 1.5lt pineapple,61,external,ea
JUI-TRO-1.5Lt,6001299015687.0,Tropika 1.5lt Orange,61,external,ea
JUI-TRO-1LT,6001299008054.0,Tropika 1l Orange,61,external,ea
JUI-TRO-500,6001299007965.0,Tropika 500ml Orange,61,external,ea
JUI-TRP-1LT,6001299008115.0,Tropika 1l Pineapple,61,external,ea
JUI-TRP-250,6001299008092.0,Tropika 250ml Pineapple,61,external,ea
JUI-TRP-500,6001299007972.0,Tropika 500ml Pineapple,61,external,ea
MIL-ALM-EAC,,Almond Milk,59,external,lt
MIL-CON-EAC,,Clover Condensed Milk 385g,59,external,kg
MIL-MFC-1LT,6001299025402.0,Milk 1l Full Cream,59,external,ea
MIL-MFC-250,6001299025419.0,Milk 250ml Full Cream,63,external,ea
MIL-MFC-2LT,,Milk 2ltr Full Cream,59,external,lt
MIL-MFC-500,6001299025440.0,Milk 500ml Full Cream,45,external,ea
MIL-OAT-EAC,,Oat Milk,59,external,lt
MIL-SMB-EAC,6001299044540.0,Super M 300ml Banana,58,external,ea
MIL-SMC-EAC,6001299044601.0,Super M 300ml Chocolate,58,external,ea
MIL-SMO-EAC,6001299044663.0,Super M 300ml Cream Soda,58,external,ea
MIL-SMS-EAC,6001299044519.0,Super M 300ml Strawberry,58,external,ea
MIL-SOY-EAC,,Soy Milk,59,external,ea
MIS - CCB-12,,Colour Cream - 12'',45,internal,ea
MIS - SCB-KGR,,Solid Colour Buttercream,45,internal,ea
MIS- CCB-14,,Colour Cream - 14'',44,internal,ea
MIS- FIT-EAC,,Happy Anniversary Cake Topper,45,external,ea
MIS- FON-EAC,,Fondant Writing,44,internal,ea
MIS-ACC-EAC,,Plastic Icing Baby Accessory Set,45,external,ea
MIS-AES-EACH,,Additional Espresso Shot,44,internal,ea
MIS-API-EAC,30421.0,Picture,59,external,ea
MIS-BAB-EAC,,Plastic icing Baby with blanket,45,internal,ea
MIS-BGM-EAC,30540.0,Bride & Groom Meduim,45,external,ea
MIS-BGS-EAC,30541.0,Bride & Groom Small,44,external,ea
MIS-BLI-EAC,,Braai Lighter,53,external,ea
MIS-BMV-EAC,8100.0,Mvutu Bar One,44,internal,ea
MIS-BOO-EAC,,Plastic icing Booties,44,internal,ea
MIS-BRP-EAC,,Big Roses With Polysterene,45,internal,ea
MIS-CAN-EAC,30516.0,Cancellation,45,internal,ea
MIS-CAT-EAC,,Cake Toppers Acyrlic,44,external,ea
MIS-CBC-BDC,,Chocolate Buttercream -Birthday Cake,45,internal,ea
MIS-CCB-16,,Colour Cream - 16'',44,internal,ea
MIS-CCB-18,,Colour Cream - 18'',44,internal,ea
MIS-CCB-20,,Colour Cream - 20'',44,internal,ea
MIS-CCB-22,,Colour Cream - 22'',45,internal,ea
MIS-CGR-EAC,,Custom Google Review Sign,53,external,ea
MIS-CHA-EAC,,Service Charge for Changes,45,internal,ea
MIS-CHT-EAC,,Figure Cake Topper,44,external,ea
MIS-CHW-EAC,30523.0,Choc Writing,45,internal,ea
MIS-CRS-EAC,,C20 Red Stamp,53,external,ea
MIS-CSA-(6S),,Candle Assorted Sparkle (6s),16,external,ea
MIS-CSG-(6s),,Candle Sparkle Gold (6s),16,external,ea
MIS-CUP-EAC,8016.0,Foam Cups 250ml,45,external,ea
MIS-CWR-EAC,,Customised Writing,45,internal,ea
MIS-DAO-EAC,,Day Old Cakes,44,internal,ea
MIS-DBC-012,23002.0,Dbl Choc 12,45,internal,ea
MIS-DBC-014,24002.0,Dbl Choc 14,45,internal,ea
MIS-DBC-016,25002.0,Dbl Choc 16,45,internal,ea
MIS-DBC-018,26002.0,Dbl Choc 18,45,internal,ea
MIS-DBC-020,27002.0,Dbl Choc 20,45,internal,ea
MIS-DBC-022,28002.0,Dbl Choc 22,45,internal,ea
MIS-DBV-012,23001.0,Dbl Vanilla 12,45,internal,ea
MIS-DBV-014,24001.0,Dbl Vanilla 14,45,internal,ea
MIS-DBV-016,25001.0,Dbl Vanilla 16,45,internal,ea
MIS-DBV-018,26001.0,Dbl Vanilla 18,45,internal,ea
MIS-DBV-020,27001.0,Dbl Vanilla 20,44,internal,ea
MIS-DBV-022,28001.0,Dbl Vanilla 22,45,internal,ea
MIS-DEL-EAC,,Delivery,45,internal,ea
MIS-DMV-EACH,8099.0,Mvutu Donut 4s,45,internal,ea
MIS-DOR-EAC,30856.0,Oven Delights Flags,53,internal,ea
MIS-DOS-EAC,8202.0,Day Old Scones,45,internal,ea
MIS-EPO-EAC,30422.0,Edible Picture Only,45,external,ea
MIS-FAK-EAC,,First Aid Kit,53,external,ea
MIS-FCB-EAC,,Balloons -Foil Character,44,external,ea
MIS-FFL-EAC,,Fresh Flowers Each,44,external,ea
MIS-FGB-EAC,,Balloons-Foil General,45,external,ea
MIS-FMG-EAC,,Balloons- Foil Number Gold,44,external,ea
MIS-FNG-EAC,,Balloons- Foil Number Rose Gold,44,external,ea
MIS-FNR-EAC,,Balloons-Foil Number Rainbow Splash,44,external,ea
MIS-FNS-EAC,,Balloons- Foil Number Silver,45,external,ea
MIS-FNW-EAC,,Balloons-Foil Number White Gold,9,external,ea
MIS-FWO-EACH,,Fondant Wording,44,external,ea
MIS-GBE-EAC,8017.0,Gold Beads,45,external,ea
MIS-GWR-EAC,30521.0,Gold Writing,45,external,ea
MIS-HBT-EAC,,Happy Birthday Cake Topper,45,external,ea
MIS-HEL-5LTR,,Heluim Small Cylinder,53,external,ea
MIS-HEL-LAR,,Heluim Large,45,external,ea
MIS-HEL-SML,,Heluim Small,44,external,ea
MIS-LEA-EAC,8018.0,Leaves,45,external,ea
MIS-MAT-EAC,60069795.0,Matches,53,external,ea
MIS-MGR-EAC,8035.0,Rib Metallic Gold,45,external,ea
MIS-MSR-EAC,8036.0,Rib Metallic Silver,45,external,ea
MIS-MVU-EAC,8032.0,Mvutu,45,external,ea
MIS-NOV-EAC,30524.0,Novelities Sets,45,external,ea
MIS-OOH-EACH,,Overheads,53,external,ea
MIS-PAN-EAC,60094391.0,Panado,53,external,ea
MIS-PLA-EAC,8019.0,Plasters,53,external,ea
MIS-PLD-EAC,,Platter Dip 70ml,44,external,ea
MIS-RAS-EACH,,Rakhi String,44,external,ea
MIS-RIP-EAC,10299.0,Ribbon Picture,59,external,ea
MIS-RMV-EAC,8033.0,Mvutu Rainbow,45,external,ea
MIS-ROS-EAC,8020.0,Roses,45,external,ea
MIS-RSS-EAC,,Roses Small New Assorted Colours,44,external,ea
MIS-SBE-EAC,8030.0,Silver Beads,45,external,ea
MIS-SCB-EAC,,Balloons- Stick Character,44,external,ea
MIS-SDC-EAC,30515.0,Same Day Charge,45,external,ea
MIS-SFB-EAC,,Sign Happy Birthday Gold Foil,45,external,ea
MIS-SGA-EAC,8026.0,Sign H.A. Gold,45,external,ea
MIS-SGB-EAC,8028.0,Sign H.B. Gold,45,external,ea
MIS-STG-EAC,,Balloons-Stick General,45,external,ea
MIS-STR-EAC,,Strawberry,45,external,ea
MIS-SWR-EAC,30522.0,Silver Writing,45,external,ea
MIS-TOO-EAC,,Toothpicks 1000s,45,external,ea
MIS-WHC-EAC,,Additional Whipped Cream,45,external,ea
MIS-XSR-EAC,,Xmas Sticker Scroll English,45,external,ea
M-KOK-KGR,30106.0,Kokomix Pettina,59,external,kg
PAC- BTL-EACH,,Bag Brown Thrifty Paper Bag Large,9,external,ea
PAC- CUC-350ML,,Cup Clear 350ML,9,external,ea
PAC -F3D-EAC,,F3 Double Wall Pie box,9,external,ea
PAC- HAB-EAC,,Hamburger Base Black F60,9,external,ea
PAC- LIC- 350ML,,Lids Clear 350ML,9,external,ea
PAC- MIN-EAC,,Cup Cake Boxes With Inserts,9,external,ea
PAC- NAB-EAC,,Name Badges,53,external,ea
PAC- SDL-EAC,,Square Desert Lid,9,external,ea
PAC-083-EAC,,83X54X300 30mic,9,external,ea
PAC-12X-EAC,30254.0,12x12x6,9,external,ea
PAC-14X-EAC,30255.0,14X14X6,9,external,ea
PAC-16X-EAC,30256.0,16x16x6,9,external,ea
PAC-18H-EAC,30257.0,18X18X5 High,9,external,ea
PAC-18X-EAC,30258.0,18X18X6,9,external,ea
PAC-196-EAC,30267.0,196T swissroll folder,9,external,ea
PAC-200-EAC,30291.0,Foil Container 100 (200IL),9,external,ea
PAC-20H-EAC,30266.0,20X20X5 High,9,external,ea
PAC-20X-EAC,30259.0,20X20X6,9,external,ea
PAC-214-EAC,,214 Gateaux Dome,9,external,ea
PAC-215-EAC,30706.0,215 Gateaux Base,9,external,ea
PAC-225-EAC,30804.0,225X270X30MIC Scone bag medium,9,external,ea
PAC-260-EAC,30806.0,260*450*25mic,9,external,ea
PAC-300-EAC,30292.0,Foil Container 100 (3001P),9,external,ea
PAC-310-EAC,30808.0,310*450*30mic,9,external,ea
PAC-315-EAC,30268.0,315 bar one dome,9,external,ea
PAC-317-EAC,30269.0,317 bar one base,9,external,ea
PAC-400-EAC,30807.0,250*400*40mic Rolls large,9,external,ea
PAC-405-EAC,30287.0,4051 foil container,9,external,ea
PAC-419-EAC,30692.0,4191 Foil Container,9,external,ea
PAC-450-EAC,30805.0,250*450*30mic Naan exlarge,9,external,ea
PAC-552-EAC,30801.0,5*5*2.5,9,external,ea
PAC-572-EAC,30737.0,5*5*2.5,9,external,ea
PAC-573-EAC,30827.0,5*7*3,9,external,ea
PAC-73D-EAC,30725.0,No 73D Foam Tray,9,external,ea
PAC-773-EAC,30800.0,7*7*3 Diwali Boxes,9,external,ea
PAC-835-EAC,30303.0,Bag 1000 83*54*300mm,9,external,ea
PAC-882-EAC,,8X8X2,9,external,ea
PAC-884-EAC,30486.0,8X8X4,9,external,ea
PAC-A34-EAC,30587.0,A34 Round Cake Dome,9,external,ea
PAC-A35-EAC,30588.0,A35 Round Cake Base,9,external,ea
PAC-B75-EAC,,K75 Base,9,external,ea
PAC-BAG-EAC,6009681740704.0,Bags 1000 White Midi,9,external,ea
PAC-BAG-JUM,6009681740705.0,Bags 1000 White Jumbo,9,external,ea
PAC-BBC-EAC,,Bon Bon Biscuit Container,9,external,ea
PAC-BBL-EAC,,Bon Bon Biscuit Lid,9,external,ea
PAC-BEB-EAC,,Empty Bandini Box,9,external,ea
PAC-BOR-EAC,30308.0,Bag on Roll (30x45),9,external,ea
PAC-BPB-EAC,,Bag Brown Thrifty Paper Bag meduim,9,external,ea
PAC-BRE-EAC,30533.0,Packaging New 76x91 Black Refuse,9,external,ea
PAC-BUB-EAC,30311.0,bubble wrap,9,external,ea
PAC-CHO-EAC,30249.0,Oven Delight Cake Box Choc,9,external,ea
PAC-CLE-EAC,30313.0,CLEAR BIN BAGS,9,external,ea
PAC-CON-EAC,,7119P Foil container,9,external,ea
PAC-CUC-500ML,,Cup Clear 500ML,9,external,ea
PAC-D75-EAC,,K75 Dome,9,external,ea
PAC-DCW-EAC,,High Window Box For Drip cake,9,external,ea
PAC-EPI-EAC,,Faze 3 Boxes Empty for Pies,9,external,ea
PAC-F5B-EAC,,F50 High Cake Base,9,external,ea
PAC-F5D-EAC,,F50 High Cake Dome,9,external,ea
PAC-FLP-EAC,,Foil - Loaf Pan 4161P,9,external,ea
PAC-FOI-EAC,30290.0,Foil Buns 4051D,9,external,ea
PAC-GP2-EAC,30300.0,Bag GP 2,9,external,ea
PAC-HAM-EAC,,Hamburger Dome F60,9,external,ea
PAC-JBU-EAC,,Jumbo bag unprinted,9,external,ea
PAC-JUM-EAC,30567.0,Jumbo Econo White,9,external,ea
PAC-K96-EAC,30280.0,K 96 milk tart domes,9,external,ea
PAC-LCB-EAC,,Laser Cut Box Only,9,external,ea
PAC-LEV-EACH,,EPR LEVY,9,external,ea
PAC-LIC-500ML,,Lid Clear 500ML,9,external,ea
PAC-LID-EAC,,7119P Clear lids,9,external,ea
PAC-LLB-EAC,,Large Log Base,9,external,ea
PAC-LLD-EAC,,Large Log Dome,9,external,ea
PAC-MAD-EAC,,Madeira Packaging Small B,9,external,ea
PAC-MCC-350ML,,Milkshake Cup 350ml,9,external,ea
PAC-MCL-350ML,,Milkshake Cup Lids 350ml,9,external,ea
PAC-MFO-EAC,30282.0,Mince pie foil,9,external,ea
PAC-MIN-EAC,30293.0,Foil Container Mince Pie Tray,9,external,ea
PAC-MLA-EAC,,Mini Lamington trays,9,external,ea
PAC-NDI-EAC,,New Diwali Cake Boxes,64,external,ea
PAC-P45-EAC,,P45 Round platter,9,external,ea
PAC-PBH-EAC,,Platter base - half,9,external,ea
PAC-PFB-EAC,,Platter foil base,9,external,ea
PAC-PLD-EAC,,Platter Dome,9,external,ea
PAC-PLH-EAC,,Platter Lid -Half,9,external,ea
PAC-PRD-EAC,,P45 platter dome,9,external,ea
PAC-PTC-EAC,,Paper Tulip Cups giant cup cakes,9,external,ea
PAC-REC-EAC,,Rectangle Pie Foil,9,external,ea
PAC-REF-EAC,30492.0,Packaging Black Refuse,9,external,ea
PAC-SDT-EAC,,Square Desert Tub,9,external,ea
PAC-SLI-70ML,,Sauce Lids 70ml,9,external,ea
PAC-SO6-EAC,30299.0,Bag Brown BB3,9,external,ea
