Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Treatment,Branch
0,OD400,,Milky Bar Exotic,exotic cakes,internal,14049,Milky Bar Exotic,,CEX-MBE-EAC,250,,OD400 - Umhlanga
0,OD400,,Bar One Swissroll Slice,exotic cakes,internal,0,Bar One Swissroll Slice,,CEX-MBS-EAC,40,,OD400 - Umhlanga
0,OD400,,Freshcream 6 Layer Drip Cake with Toppings,shop front,internal,0,Freshcream 6 Layer Drip Cake with Toppings,,CEX-MDF-EAC,1400,,OD400 - Umhlanga
0,OD400,,BD Milky Bar 12'',exotic,internal,0,BD Milky Bar 12'',,CEX-MIL-12,950,,OD400 - Umhlanga
0,OD400,,BD Milky Bar 14'',exotic cakes,internal,0,BD Milky Bar 14'',,CEX-MIL-14,1050,,OD400 - Umhlanga
0,OD400,,Milky Bar Swissroll Slice,exotic cakes,internal,0,Milky Bar Swissroll Slice,,CEX-MIL-EAC,36,,OD400 - Umhlanga
0,OD400,,Mini Pecan Nut Tart,exotic cakes,internal,0,Mini Pecan Nut Tart,,CEX-MPN-EAC,25,,OD400 - Umhlanga
0,OD400,,Malva Pudding Tartlet,exotic cakes,internal,0,Malva Pudding Tartlet,,CEX-MPT-EAC,16,,OD400 - Umhlanga
0,OD400,,Cream Cheese Rainbow Cake,exotic cakes,internal,0,Cream Cheese Rainbow Cake,,CEX-MRC-EAC,350,,OD400 - Umhlanga
0,OD400,,Cream Cheese Rainbow Slice,exotic cakes,internal,0,Cream Cheese Rainbow Slice,,CEX-MRS-EAC,43,,OD400 - Umhlanga
0,OD400,,Moist Vanilla Cake with Caramel Drizzle,exotic cakes,internal,14092,Moist Vanilla Cake with Caramel Drizzle,,CEX-MVC-EAC,75,,OD400 - Umhlanga
0,OD400,,New York Baked Blueberry Cheesecake Round,exotic cakes,internal,0,New York Baked Blueberry Cheesecake Round,,CEX-NBC-EAC,360,,OD400 - Umhlanga
0,OD400,,12'' Nibbed Nuts Only,miscellenous,internal,0,12'' Nibbed Nuts Only,,CEX-NUT-12,80,,OD400 - Umhlanga
0,OD400,,14'' Nibbed Nuts Only,miscellaneous,internal,0,14'' Nibbed Nuts Only,,CEX-NUT-14,80,,OD400 - Umhlanga
0,OD400,,16'' Nibbed Nuts Only,miscellenous,internal,0,16'' Nibbed Nuts Only,,CEX-NUT-16,120,,OD400 - Umhlanga
0,OD400,,18'' Nibbed Nuts Only,exotic,internal,0,18'' Nibbed Nuts Only,,CEX-NUT-18,120,,OD400 - Umhlanga
0,OD400,,20'' Nibbed Nuts Only,miscellenous,internal,0,20'' Nibbed Nuts Only,,CEX-NUT-20,180,,OD400 - Umhlanga
0,OD400,,22'' Nibbed Nuts Only,miscellenous,internal,0,22'' Nibbed Nuts Only,,CEX-NUT-22,180,,OD400 - Umhlanga
0,OD400,,New York Baked Cheese Cake Slice,exotic cakes,internal,0,New York Baked Cheese Cake Slice,,CEX-NYC-EAC,50,,OD400 - Umhlanga
10,OD400,,Portuguese Custard Tart,exotic,external,0,Portuguese Custard Tart,,CEX-PCT-EAC,22,,OD400 - Umhlanga
0,OD400,,12'' Peaches Slices Only,miscellenous,internal,0,12'' Peaches Slices Only,,CEX-PEA-12,80,,OD400 - Umhlanga
0,OD400,,14'' Peaches Slices Only,miscellaneous,internal,0,14'' Peaches Slices Only,,CEX-PEA-14,80,,OD400 - Umhlanga
0,OD400,,16'' Peaches Slices Only,miscellaneous,internal,0,16'' Peaches Slices Only,,CEX-PEA-16,120,,OD400 - Umhlanga
0,OD400,,18'' Peaches Slices Only,miscellenous,internal,0,18'' Peaches Slices Only,,CEX-PEA-18,180,,OD400 - Umhlanga
0,OD400,,20'' Peaches Slices Only,miscellenous,internal,0,20'' Peaches Slices Only,,CEX-PEA-20,180,,OD400 - Umhlanga
0,OD400,,22'' Peaches Slices Only,miscellaneous,internal,0,22'' Peaches Slices Only,,CEX-PEA-22,180,,OD400 - Umhlanga
0,OD400,,Pecan Nut Tartlet,exotic cakes,internal,0,Pecan Nut Tartlet,,CEX-PET-EACH,20,,OD400 - Umhlanga
0,OD400,,Pecan Nut Tart,exotic cakes,internal,14016,Pecan Nut Tart,,CEX-PNT-EAC,35,,OD400 - Umhlanga
0,OD400,,BD 16 Red Velvet Square,exotic cakes,internal,30778,BD 16 Red Velvet Square,,CEX-RED-016,1200,,OD400 - Umhlanga
0,OD400,,OREO CAKE,exotic cakes,internal,14059,OREO CAKE,,CEX-RMC-EAC,350,,OD400 - Umhlanga
0,OD400,,Red velvet Swissroll,exotic cakes,internal,14060,Red velvet Swissroll,,CEX-RSW-EAC,35,,OD400 - Umhlanga
0,OD400,,BC 14'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 14'' Round Triple Layer Rose Pattern,,CEX-RTR-14,1000,,OD400 - Umhlanga
0,OD400,,BC 16'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 16'' Round Triple Layer Rose Pattern,,CEX-RTR-16,1100,,OD400 - Umhlanga
0,OD400,,BC 18'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 18'' Round Triple Layer Rose Pattern,,CEX-RTR-18,1250,,OD400 - Umhlanga
0,OD400,,BC 20'' Round Triple Layer Rose Pattern,novelty,internal,0,BC 20'' Round Triple Layer Rose Pattern,,CEX-RTR-20,1500,,OD400 - Umhlanga
0,OD400,,Red Velvet Cupcakes,exotic cakes,internal,14017,Red Velvet Cupcakes,,CEX-RVC-EAC,21,,OD400 - Umhlanga
0,OD400,,Red Velvet Gateaux,exotic cakes,internal,30776,Red Velvet Gateaux,,CEX-RVG-EAC,150,,OD400 - Umhlanga
0,OD400,,Red Velvet Log,exotic cakes,internal,14019,Red Velvet Log,,CEX-RVL-EAC,70,,OD400 - Umhlanga
0,OD400,,Red Velvet Slice,exotic cakes,internal,14020,Red Velvet Slice,,CEX-RVS-EAC,35,,OD400 - Umhlanga
0,OD400,,Cake Tiramisu,exotic cakes,internal,14021,Cake Tiramisu,,CEX-TIR-EAC,180,,OD400 - Umhlanga
0,OD400,,tirumisu slice,exotic cakes,internal,14022,tirumisu slice,,CEX-TIS-EAC,33,,OD400 - Umhlanga
0,OD400,,Tirumisu round,exotic cakes,internal,14023,Tirumisu round,,CEX-TRO-EAC,180,,OD400 - Umhlanga
0,OD400,,BD Milky Bar 16'',exotic cakes,internal,0,BD Milky Bar 16'',,CEZ-MIL-16,1200,,OD400 - Umhlanga
0,OD400,,BD 14''  Freshcream Alphabet Cake,novelty,internal,0,BD 14'' Freshcream Alphabet Cake,,CFA-FAC-014,630,,OD400 - Umhlanga
0,OD400,,BD 16'' Eggless Freshcream Alphabet Cake,novelty,internal,0,BD 16'' Eggless Freshcream Alphabet Cake,,CFA-FAE-016,800,,OD400 - Umhlanga
0,OD400,,Belgica Tart,freshcream cake,internal,12022,Belgica Tart,,CFC-BET-EAC,80,,OD400 - Umhlanga
0,OD400,,Belgica Tartlet,freshcream cake,internal,12023,Belgica Tartlet,,CFC-BTL-EAC,35,,OD400 - Umhlanga
0,OD400,,FC Black Forest Slice,freshcream cake,internal,12009,FC Black Forest Slice,,CFC-CBS-EAC,25,,OD400 - Umhlanga
0,OD400,,Carrot Cake With Cream Cheese,freshcream cake,internal,30866,Carrot Cake With Cream Cheese,,CFC-CCC-EAC,85,,OD400 - Umhlanga
0,OD400,,Custard Doughnut,freshcream cakes,internal,12035,Custard Doughnut,,CFC-CCD-EAC,20,,OD400 - Umhlanga
0,OD400,,Christmas Freshcream Eggless Gateaux,freshcream cake,internal,0,Christmas Freshcream Eggless Gateaux,,CFC-CFE-EACH,170,,OD400 - Umhlanga
0,OD400,,Custard Danish,freshcream cake,internal,12024,Custard Danish,,CFC-CUD-EAC,28,,OD400 - Umhlanga
0,OD400,,Custard Slice,freshcream cake ,internal,12025,Custard Slice,,CFC-CUS-EAC,28,,OD400 - Umhlanga
0,OD400,,BD 1M X500 FC Eggless,freshcream 1mx 500,internal,0,BD 1M X500 FC Eggless,,CFC-EF1-1M,3500,,OD400 - Umhlanga
0,OD400,,Eggless Milk Tartlet,freshcream cake,internal,0,Eggless Milk Tartlet,,CFC-EMT-EACH,28,,OD400 - Umhlanga
0,OD400,,FC Black Forest Gateaux,freshcream cake,internal,12004,FC Black Forest Gateaux,,CFC-FBF-EAC,290,,OD400 - Umhlanga
0,OD400,,FC Birthday Gateaux,freshcream cake,internal,12002,FC Birthday Gateaux,,CFC-FBG-EAC,130,,OD400 - Umhlanga
0,OD400,,Fresh Cream Doughnut,freshcream cake,internal,12015,Fresh Cream Doughnut,,CFC-FCD-EAC,20,,OD400 - Umhlanga
0,OD400,,FC Eclair Chocolate,freshcream cakes,internal,12027,FC Eclair Chocolate,,CFC-FCE-EAC,25,,OD400 - Umhlanga
0,OD400,,FC Chocolate Gateaux,freshcream cake,internal,12006,FC Chocolate Gateaux,,CFC-FCG-EAC,140,,OD400 - Umhlanga
0,OD400,,Christmas Freshcream Choc Gateaux,freshcream cake,internal,12037,Christmas Freshcream Choc Gateaux,,CFC-FCJ-EAC,180,,OD400 - Umhlanga
0,OD400,,FC Fresh Cream Slice,freshcream cake,internal,12010,FC Fresh Cream Slice,,CFC-FCL-EAC,25,,OD400 - Umhlanga
0,OD400,,FC Lamington Chocolate,freshcream cake,internal,12012,FC Lamington Chocolate,,CFC-FCM-EAC,25,,OD400 - Umhlanga
0,OD400,,FC Caramel Sponge,exotic cakes,internal,12030,FC Caramel Sponge,,CFC-FCP-EAC,80,,OD400 - Umhlanga
0,OD400,,FC Croissant 80g,freshcream cake,internal,12026,FC Croissant 80g,,CFC-FCR-EAC,25,,OD400 - Umhlanga
0,OD400,,FC Chocolate Swiss Roll,freshcream cake,internal,12014,FC Chocolate Swiss Roll,,CFC-FCS-EAC,95,,OD400 - Umhlanga
0,OD400,,Cake Freshcream In Dome Eggless,freshcream cake,internal,8102,Cake Freshcream In Dome Eggless,,CFC-FDD-EAC,100,,OD400 - Umhlanga
0,OD400,,Cake Buttercream In Dome Eggless,buttercream cake,internal,8101,Cake Buttercream In Dome Eggless,,CFC-FDI-EAC,80,,OD400 - Umhlanga
0,OD400,,FC Eggless Birthday Gateaux,freshcream cake,internal,30519,FC Eggless Birthday Gateaux,,CFC-FEB-EAC,180,,OD400 - Umhlanga
0,OD400,,FC Eggless Vanilla Gateaux,freshcream cake,internal,12007,FC Eggless Vanilla Gateaux,,CFC-FEG-EAC,160,,OD400 - Umhlanga
0,OD400,,FC Eggless Slice,freshcream cake,internal,30621,FC Eggless Slice,,CFC-FES-EAC,26,,OD400 - Umhlanga
0,OD400,,FC Milky Bar Slice,exotic cakes,internal,12011,FC Milky Bar Slice,,CFC-FMS-EAC,18,,OD400 - Umhlanga
0,OD400,,FC Lamington Raspberry,freshcream cake,internal,12013,FC Lamington Raspberry,,CFC-FRL-EAC,25,,OD400 - Umhlanga
0,OD400,,Mini Jam TurnOvers,buttercream cake,internal,0,Mini Jam TurnOvers,,CFC-FRM-EAC,13,,OD400 - Umhlanga
0,OD400,,BD Fruit Cake 10,fruit cake,internal,10079,BD Fruit Cake 10,,CFC-FRU-010,950,,OD400 - Umhlanga
0,OD400,,BDFruit Cake 12,fruit cake,internal,10080,BDFruit Cake 12,,CFC-FRU-012,1000,,OD400 - Umhlanga
0,OD400,,BD Fruit Cake 14,fruit cake,internal,10081,BD Fruit Cake 14,,CFC-FRU-014,1100,,OD400 - Umhlanga
0,OD400,,BD Fruit Cake 16,fruit cake,internal,10082,BD Fruit Cake 16,,CFC-FRU-016,1150,,OD400 - Umhlanga
0,OD400,,Fruit Cake Pieces Unwrapped,fruit cake,internal,0,Fruit Cake Pieces Unwrapped,,CFC-FRU-EAU,9,,OD400 - Umhlanga
0,OD400,,Fruit Cake Pieces Wrapped,fruit cake,internal,0,Fruit Cake Pieces Wrapped,,CFC-FRU-EAW,12,,OD400 - Umhlanga
0,OD400,,FC Strawberry Sponge,freshcream cake,internal,12031,FC Strawberry Sponge,,CFC-FSS-EAC,100,,OD400 - Umhlanga
0,OD400,,Mothers Day Eggless Freshcream Gateaux,freshcream cake,internal,12034,Mothers Day Eggless Freshcream Gateaux,,CFC-MEG-EAC,180,,OD400 - Umhlanga
0,OD400,,Mini FC D/N,freshcream cake,internal,0,Mini FC D/N,,CFC-MFD-EAC,14,,OD400 - Umhlanga
0,OD400,,Mini Freshcream Eclairs,freshcream cakes,internal,0,Mini Freshcream Eclairs,,CFC-MFE-EAC,14,,OD400 - Umhlanga
0,OD400,,Mothers Day FC Choc Gateaux with rose and leaves,freshcream cakes,internal,12033,Mothers Day FC Choc Gateaux with rose and leaves,,CFC-MFG-EAC,160,,OD400 - Umhlanga
0,OD400,,Mini CreamPuffs,buttercream cake,internal,0,Mini CreamPuffs,,CFC-MFL-EAC,13,,OD400 - Umhlanga
0,OD400,,Mini Milk Tart,freshcream cake,internal,0,Mini Milk Tart,,CFC-MMT-EAC,15,,OD400 - Umhlanga
0,OD400,,Milk Tart Large,freshcream cake,internal,12028,Milk Tart Large,,CFC-MTA-EAC,55,,OD400 - Umhlanga
0,OD400,,Milk Tartlet,freshcream cakes,internal,12029,Milk Tartlet,,CFC-MTL-EAC,24,,OD400 - Umhlanga
61.2,OD400,,No Bake Cake,freshcream cake,internal,12032,No Bake Cake,,CFC-NOB-EAC,24,,OD400 - Umhlanga
0,OD400,,BD Round Fruitcake 12,fruit cake round,internal,30340,BD Round Fruitcake 12,,CFR-CFR-012,1100,,OD400 - Umhlanga
0,OD400,,BD Round Fruitcake 14,fruit cak eround,internal,30363,BD Round Fruitcake 14,,CFR-CFR-014,1200,,OD400 - Umhlanga
0,OD400,,BD Round Fruitcake 16,fruit cake round,internal,30364,BD Round Fruitcake 16,,CFR-CFR-016,1300,,OD400 - Umhlanga
0,OD400,,BD WC Fruit 2 Layer,wedding cake,internal,10100,BD WC Fruit 2 Layer,,CFW-CAF-002,3900,,OD400 - Umhlanga
0,OD400,,BD WC Fruit 3 Layer,wedding cake,internal,10101,BD WC Fruit 3 Layer,,CFW-CAF-003,4900,,OD400 - Umhlanga
140,OD400,,Betasan Gel Sanitizer Refills,consumables,external,0,Betasan Gel Sanitizer Refills,,CLE-BGS-EAC,,,OD400 - Umhlanga
850,OD400,,Monthly Pest Control,pest control,external,0,Monthly Pest Control,,CLE-MPP-EAC,,,OD400 - Umhlanga
110,OD400,,Hx11 Soap Refills,-2146826246,-2146826246,-2146826246,-2146826246,,CLE-SOR-EAC,,,OD400 - Umhlanga
50,OD400,,Viper Boards,consumables,external,0,Viper Boards,,CLE-VIB-EAC,,,OD400 - Umhlanga
0,OD400,,BD Buttercream 1mx500,buttercream 1mx500,internal,10083,BD Buttercream 1mx500,,CNO-BC1-1X5,2400,,OD400 - Umhlanga
0,OD400,,BD Buttercream 16 Bible,novelty,internal,10060,BD Buttercream 16 Bible,,CNO-BCB-016,870,,OD400 - Umhlanga
0,OD400,,BD Buttercream 18 Bible,novelty,internal,10065,BD Buttercream 18 Bible,,CNO-BCB-018,920,,OD400 - Umhlanga
0,OD400,,BD Buttercream 20 Bible,novelty,internal,10068,BD Buttercream 20 Bible,,CNO-BCB-020,980,,OD400 - Umhlanga
0,OD400,,BD Buttercream 1mx500 Eggless,buttercream cake 1mx500,internal,0,BD Buttercream 1mx500 Eggless,,CNO-BCE-1X5,3100,,OD400 - Umhlanga
0,OD400,,BD Buttercream 16 Heart,novelty,internal,10063,BD Buttercream 16 Heart,,CNO-BCH-016,870,,OD400 - Umhlanga
0,OD400,,BD Buttercream 18 Heart,novelty,internal,10067,BD Buttercream 18 Heart,,CNO-BCH-018,920,,OD400 - Umhlanga
0,OD400,,BD Buttercream 20 Heart,novelty,internal,10036,BD Buttercream 20 Heart,,CNO-BCH-020,980,,OD400 - Umhlanga
0,OD400,,BD Buttercream 14 Soccer,novelty,internal,10059,BD Buttercream 14 Soccer,,CNO-BCS-014,720,,OD400 - Umhlanga
0,OD400,,BD Buttercream 16 Soccer,novelty,internal,10064,BD Buttercream 16 Soccer,,CNO-BCS-016,760,,OD400 - Umhlanga
0,OD400,,BD Mould On SL 18,novelty,internal,10085,BD Mould On SL 18,,CNO-BNY-018,1500,,OD400 - Umhlanga
0,OD400,,BD Buttercream 14 Butterfly,novelty,internal,10057,BD Buttercream 14 Butterfly,,CNO-BUT-014,950,,OD400 - Umhlanga
0,OD400,,BD Buttercream 16 Butterfly,novelty,internal,10062,BD Buttercream 16 Butterfly,,CNO-BUT-016,1000,,OD400 - Umhlanga
0,OD400,,BD Castle,novelty,internal,10087,BD Castle,,CNO-CAS-018,1700,,OD400 - Umhlanga
0,OD400,,BD Buttercream 20 Double Heart With Base,novelty,internal,10167,BD Buttercream 20 Double Heart With Base,,CNO-DHB-020,1400,,OD400 - Umhlanga
0,OD400,,BD Buttercream 14 Doll,novelty,internal,10058,BD Buttercream 14 Doll,,CNO-DOLL-014,870,,OD400 - Umhlanga
0,OD400,,BD Buttercream 16 Doll,novelty,internal,10061,BD Buttercream 16 Doll,,CNO-DOLL-016,920,,OD400 - Umhlanga
0,OD400,,BD Freshcream 1mx500,freshcream 1mx 500,internal,10084,BD Freshcream 1mx500,,CNO-FC1-1X5,2700,,OD400 - Umhlanga
0,OD400,,BD 16 Freshcream BIBLE,novelty,internal,30469,BD 16 Freshcream BIBLE,,CNO-FCB-016,920,,OD400 - Umhlanga
0,OD400,,BD Freshcream 18 Bible,novelty,internal,10071,BD Freshcream 18 Bible,,CNO-FCB-018,970,,OD400 - Umhlanga
0,OD400,,BD Freshcream 20 Bible,novelty,internal,10073,BD Freshcream 20 Bible,,CNO-FCB-020,1050,,OD400 - Umhlanga
0,OD400,,BD Freshcream 1m x 500 Eggless,freshcream cakes 1mx500 eggless,internal,0,BD Freshcream 1m x 500 Eggless,,CNO-FCE-1X5,3600,,OD400 - Umhlanga
0,OD400,,BD Freshcream 16 Heart,novelty,internal,10070,BD Freshcream 16 Heart,,CNO-FCH-016,920,,OD400 - Umhlanga
0,OD400,,BD Freshcream 18 Heart,novelty,internal,10072,BD Freshcream 18 Heart,,CNO-FCH-018,970,,OD400 - Umhlanga
0,OD400,,BD Freshcream 20 Heart,novelty,internal,10027,BD Freshcream 20 Heart,,CNO-FCH-020,1050,,OD400 - Umhlanga
0,OD400,,BD Freshcream 14 Soccer,novelty,internal,10069,BD Freshcream 14 Soccer,,CNO-FCS-014,760,,OD400 - Umhlanga
0,OD400,,BD Freshcream 16 Soccer,novelty,internal,10074,BD Freshcream 16 Soccer,,CNO-FCS-016,800,,OD400 - Umhlanga
0,OD400,,BD FC With Strawberries & Fence,novelty,internal,0,BD FC With Strawberries & Fence,,CNO-FSF-014,950,,OD400 - Umhlanga
0,OD400,,BD Spiderman On SL 18,novelty,internal,10086,BD Spiderman On SL 18,,CNO-SPI-018,1600,,OD400 - Umhlanga
6.4058,OD400,,Coke Zero 440ml can,drink,external,0,Coke Zero 440ml can,,DRI- CZE-440,18,,OD400 - Umhlanga
0,OD400,,Americano Short,drink,internal,0,Americano Short,,DRI-AME-250ML,25,,OD400 - Umhlanga
0,OD400,,Americano Tall,drink,internal,0,Americano Tall,,DRI-AME-350ML,30,,OD400 - Umhlanga
10.6737,OD400,,Appletiser 330ml CAN,drink,external,6001048004481,Appletiser 330ml CAN,,DRI-APT-330,20,,OD400 - Umhlanga
29.57,OD400,,Clover Bliss Double cream yogurt,ingredient,external,0,Clover Bliss Double cream yogurt,,DRI-BLI-EAC,15,,OD400 - Umhlanga
11.2862,OD400,,Cappy Breakfast Blend 330ml,drink,external,5449000256010,Cappy Breakfast Blend 330ml,,DRI-CBB-EAC,20,,OD400 - Umhlanga
0,OD400,,Coffee Freezo,drink,internal,0,Coffee Freezo,,DRI-CFR=EAC,4040,,OD400 - Umhlanga
0,OD400,,Chai Latte Short,drink,internal,0,Chai Latte Short,,DRI-CHA-350ML,32,,OD400 - Umhlanga
0,OD400,,Chocolate Freezo Short,drink,internal,0,Chocolate Freezo Short,,DRI-CHF-250ML,45,,OD400 - Umhlanga
0,OD400,,Chocolate Freezo Tall,drink,internal,0,Chocolate Freezo Tall,,DRI-CHF-350ML,50,,OD400 - Umhlanga
0,OD400,,Chai Latte Tall,drink,internal,0,Chai Latte Tall,,DRI-CHL-EACH,36,,OD400 - Umhlanga
0,OD400,,Coca-Cola 1250ml,drink,external,5449000009746,Coca-Cola 1250ml,,DRI-COC-125,12,,OD400 - Umhlanga
13.7316,OD400,,Coca-Cola 1L,drink,external,5449000054227,Coca-Cola 1L,,DRI-COC-1LT,22,,OD400 - Umhlanga
21.7246,OD400,,Coca-Cola 2l,drink,external,5449000009067,Coca-Cola 2l,,DRI-COC-2LT,30,,OD400 - Umhlanga
0,OD400,,Coca-Cola 300ml Bottle,drink,external,2003,Coca-Cola 300ml Bottle,,DRI-COC-300,7,,OD400 - Umhlanga
8.9783,OD400,,Coca-Cola 300ml Can,drink,external,5449000256805,Coca-Cola 300ml Can,,DRI-COC-330,15,,OD400 - Umhlanga
10.007,OD400,,Coca-Cola 440ml Buddy,drink,external,5449000664686,Coca-Cola 440ml Buddy,,DRI-COC-500,20,,OD400 - Umhlanga
9.665,OD400,,Coca-Cola Light 1250ml,drink,external,5449000140913,Coca-Cola Light 1250ml,,DRI-COL-125,12,,OD400 - Umhlanga
15.0966,OD400,,Coke Light 2250ml,drink,external,0,Coke Light 2250ml,,DRI-COL-225,28,,OD400 - Umhlanga
17.3333,OD400,,Coca-Cola Light 2l,drink,external,5449000050229,Coca-Cola Light 2l,,DRI-COL-2LT,30,,OD400 - Umhlanga
0,OD400,,Coke 300ml Can,drink,external,549000256805,Coke 300ml Can,,DRI-COL-300C,13,,OD400 - Umhlanga
9.1736,OD400,,Coca-Cola Light 330ml Can,drink,external,5449000050205,Coca-Cola Light 330ml Can,,DRI-COL-330,15,,OD400 - Umhlanga
10.007,OD400,,Coca-Cola Light 500ml,drink,external,5449000664709,Coca-Cola Light 500ml,,DRI-COL-500,18,,OD400 - Umhlanga
9.1737,OD400,,Coke 500ml can,drink,external,,Coke 500ml can,,DRI-COL-500ML,18,,OD400 - Umhlanga
0,OD400,,Cortado Short,drink,internal,0,Cortado Short,,DRI-COR-250ML,35,,OD400 - Umhlanga
0,OD400,,Coke Zero 2250ml,drink,external,0,Coke Zero 2250ml,,DRI-COZ-2250,28,,OD400 - Umhlanga
17.3433,OD400,,Coca-Cola Zero 2l,drink,external,5449000131843,Coca-Cola Zero 2l,,DRI-COZ-2LT,30,,OD400 - Umhlanga
0,OD400,,Coca-Cola Zero 300ml Can,drink,external,5449000256898,Coca-Cola Zero 300ml Can,,DRI-COZ-330,13,,OD400 - Umhlanga
10.007,OD400,,Coca-Cola Zero 500ml,ingredient,external,5449000131836,Coca-Cola Zero 500ml,,DRI-COZ-500,18,,OD400 - Umhlanga
11.2862,OD400,,Cappy Passion Peach,drink,external,5449000255792,Cappy Passion Peach,,DRI-CPP-EAC,20,,OD400 - Umhlanga
0,OD400,,Cappy Trop Punch 330ml,drink,external,5449000255693,Cappy Trop Punch 330ml,,DRI-CTP-330,18,,OD400 - Umhlanga
0,OD400,,Espresso  Short,drink,internal,0,Espresso Short,,DRI-ESS-250ML,22,,OD400 - Umhlanga
0,OD400,,Espresso Tall,drink,internal,0,Espresso Tall,,DRI-ESS-350ML,26,,OD400 - Umhlanga
10.29,OD400,,Fanta Grape,drink,external,54490000252346,Fanta Grape,,DRI-FAG-1LT,22,,OD400 - Umhlanga
18.0283,OD400,,Fanta Grape 2l,drink,external,5449000010070,Fanta Grape 2l,,DRI-FAG-2LT,30,,OD400 - Umhlanga
6.6258,OD400,,Fanta Grape 300ml Bottle,drink,external,2004,Fanta Grape 300ml Bottle,,DRI-FAG-300,9,,OD400 - Umhlanga
6.4058,OD400,,Fanta Grape 300ml CAN,drink,external,5449000257093,Fanta Grape 300ml CAN,,DRI-FAG-330,13,,OD400 - Umhlanga
8.8287,OD400,,Fanta Grape 440ml Buddy,drink,external,5449000664723,Fanta Grape 440ml Buddy,,DRI-FAG-500,20,,OD400 - Umhlanga
19.4783,OD400,,Fanta Orange 2l,drink,external,5449000010049,Fanta Orange 2l,,DRI-FAO-2LT,30,,OD400 - Umhlanga
0,OD400,,Fanta Orange 300ml Bottle,drink,external,2008,Fanta Orange 300ml Bottle,,DRI-FAO-300,7,,OD400 - Umhlanga
9.1737,OD400,,Fanta Orange 300ml Can,drink,external,5449000257000,Fanta Orange 300ml Can,,DRI-FAO-330,15,,OD400 - Umhlanga
10.007,OD400,,Fanta Orange 440ml Buddy,drink,external,5449000664754,Fanta Orange 440ml Buddy,,DRI-FAO-500,20,,OD400 - Umhlanga
18.7533,OD400,,Fanta Pineapple 2l,drink,external,5449000003768,Fanta Pineapple 2l,,DRI-FAP-2LT,30,,OD400 - Umhlanga
0,OD400,,Fanta Pine 300ml Bottle,drink,external,2007,Fanta Pine 300ml Bottle,,DRI-FAP-300,9,,OD400 - Umhlanga
0,OD400,,Fanta Pineapple 330ml Can,drink,external,5449000003201,Fanta Pineapple 330ml Can,,DRI-FAP-330,15,,OD400 - Umhlanga
9.2933,OD400,,Fanta Pineapple 440ml Buddy,drink,external,5449000664747,Fanta Pineapple 440ml Buddy,,DRI-FAP-500,20,,OD400 - Umhlanga
10.935,OD400,,Fanta 1 litre,drink,external,0,Fanta 1 litre,,DRI-FAS-125,22,,OD400 - Umhlanga
0,OD400,,Flat White Short,drink,internal,0,Flat White Short,,DRI-FLW-250ML,30,,OD400 - Umhlanga
0,OD400,,Flat White Tall,drink,internal,0,Flat White Tall,,DRI-FLW-350ML,35,,OD400 - Umhlanga
9.1737,OD400,,Fanta Orange Can 500ml,drink,external,5449000050809,Fanta Orange Can 500ml,,DRI-FOC-500ML,18,,OD400 - Umhlanga
0,OD400,,Five Roses Tea Short,drink,internal,0,Five Roses Tea Short,,DRI-FRT-250ML,25,,OD400 - Umhlanga
0,OD400,,Five Roses Tea Tall,drink,internal,0,Five Roses Tea Tall,,DRI-FRT-350ML,28,,OD400 - Umhlanga
10.6737,OD400,,Grapetiser 330ml Can,drink,external,6001048004511,Grapetiser 330ml Can,,DRI-GRA-330,20,,OD400 - Umhlanga
0,OD400,,Grapetiser Wht 330ml Can,drink,external,6001048003897,Grapetiser Wht 330ml Can,,DRI-GRW-330,20,,OD400 - Umhlanga
0,OD400,,Hot Chocolate Short,drink,internal,0,Hot Chocolate Short,,DRI-HOC-250ML,38,,OD400 - Umhlanga
0,OD400,,Hot Chocolate Tall,drink,internal,0,Hot Chocolate Tall,,DRI-HOC-350ML,45,,OD400 - Umhlanga
0,OD400,,Iron Brew1.25ml,drink,external,0,Iron Brew1.25ml,,DRI-IBR-125,12,,OD400 - Umhlanga
0,OD400,,Iced Cappuccino Short,drink,internal,0,Iced Cappuccino Short,,DRI-ICC-250ML,32,,OD400 - Umhlanga
0,OD400,,Iced Cappuccino Tall,drink,internal,0,Iced Cappuccino Tall,,DRI-ICC-350ML,38,,OD400 - Umhlanga
0,OD400,,Iced Coffee Freezo Short,drink,internal,0,Iced Coffee Freezo Short,,DRI-ICF-250ML,40,,OD400 - Umhlanga
0,OD400,,Iced Coffee Freezo Tall,drink,internal,0,Iced Coffee Freezo Tall,,DRI-ICF-350ML,45,,OD400 - Umhlanga
0,OD400,,Iced Chai Latte Short,drink,internal,0,Iced Chai Latte Short,,DRI-ICL-250ML,40,,OD400 - Umhlanga
0,OD400,,Iced Chai Latte Tall,drink,internal,0,Iced Chai Latte Tall,,DRI-ICL-350ML,45,,OD400 - Umhlanga
0,OD400,,Iron Brew 2l,drink,external,6001134297308,Iron Brew 2l,,DRI-IRO-2LT,30,,OD400 - Umhlanga
